time;gFx;gFy;gFz;TgF
6,277043;-0,3210;0,2572;0,9971;1,079
6,277418;-0,2775;0,2692;1,0530;1,122
6,277906;-0,3168;0,2499;0,9311;1,015
6,282233;-0,3735;0,2359;0,8201;0,932
6,282795;-0,3677;0,2367;0,8487;0,955
6,283508;-0,3413;0,2447;0,9211;1,012
6,295483;-0,3347;0,2631;0,9626;1,053
6,296674;-0,3919;0,2450;0,9218;1,031
6,297098;-0,4021;0,2403;0,7847;0,914
6,297412;-0,2975;0,2816;0,8888;0,979
6,297698;-0,1371;0,3230;1,1770;1,228
6,298313;-0,0496;0,3354;1,2713;1,316
6,306708;-0,1951;0,2804;0,9335;0,994
6,308004;-0,3655;0,2105;0,5735;0,712
6,308410;-0,3791;0,1726;0,6043;0,734
6,308710;-0,2875;0,2029;0,8714;0,940
6,311657;-0,2315;0,2420;0,8851;0,946
6,313795;-0,1147;0,2858;0,9467;0,996
6,315807;-0,0105;0,3264;1,1621;1,207
6,319501;0,0034;0,3472;1,1506;1,202
6,321329;-0,1046;0,3200;0,8959;0,957
6,324069;-0,1469;0,3300;0,8133;0,890
6,326127;-0,0303;0,3799;0,9233;0,999
6,329190;0,0274;0,3841;0,9861;1,059
6,331098;-0,0795;0,3371;0,8311;0,900
6,333434;-0,0919;0,3200;0,7385;0,810
6,337317;-0,0279;0,3315;0,9355;0,993
6,339228;-0,0230;0,3447;1,0540;1,109
6,341354;-0,1002;0,3308;0,8680;0,934
6,344176;-0,0839;0,3450;0,6729;0,761
6,346228;0,0103;0,3687;0,8788;0,953
6,348530;0,0261;0,3892;1,1335;1,199
6,351253;-0,0086;0,3858;1,0354;1,105
6,355501;-0,0953;0,3533;0,7587;0,842
6,356324;-0,1332;0,3286;0,7084;0,792
6,360031;-0,0677;0,3215;0,9196;0,977
6,362362;0,1070;0,3518;1,1745;1,231
6,364562;0,1486;0,3721;1,1645;1,232
6,367301;0,0337;0,3557;0,9145;0,982
6,371247;-0,1235;0,3220;0,7678;0,842
6,372042;-0,2073;0,2985;0,7842;0,864
6,373960;-0,2315;0,2904;0,8042;0,886
6,376353;-0,0907;0,3200;0,9245;0,982
6,379524;0,0533;0,3550;1,1386;1,194
6,382522;0,0633;0,3582;1,1190;1,177
6,383192;0,0051;0,3374;0,9651;1,022
6,386870;-0,0724;0,3205;0,8719;0,932
6,388486;-0,1675;0,3049;0,7592;0,835
6,391241;-0,2599;0,2926;0,6231;0,736
6,394557;-0,1821;0,3310;0,7250;0,818
6,395759;-0,0357;0,3804;1,0540;1,121
6,401128;-0,0418;0,3792;1,1696;1,230
6,401623;-0,0907;0,3611;0,9387;1,010
6,411826;-0,1183;0,3501;0,7751;0,859
6,414120;-0,0907;0,3447;0,8240;0,898
6,414618;-0,1137;0,3418;0,8595;0,932
6,419031;-0,1225;0,3489;0,8081;0,889
6,419667;-0,0748;0,3528;0,8949;0,965
6,420065;-0,0379;0,3501;1,0264;1,085
6,420651;-0,0408;0,3340;0,9868;1,043
6,421141;-0,1012;0,3203;0,8736;0,936
6,428794;-0,1257;0,3288;0,8709;0,939
6,429716;-0,0953;0,3401;0,9162;0,982
6,430033;0,0142;0,3525;0,9787;1,040
6,431124;0,0623;0,3604;1,0352;1,098
6,435008;0,0494;0,3579;0,9919;1,056
6,437580;-0,0171;0,3476;0,8824;0,949
6,442274;-0,0817;0,3393;0,8375;0,907
6,442614;-0,1217;0,3342;0,8639;0,934
6,444001;-0,1745;0,3190;0,8238;0,900
6,447177;-0,2298;0,3112;0,8001;0,889
6,449943;-0,2276;0,3073;0,8841;0,963
6,452240;-0,1848;0,3173;0,9976;1,063
6,455457;-0,1132;0,3498;1,0499;1,112
6,456269;-0,0797;0,3711;1,0220;1,090
6,458697;-0,0905;0,3662;0,9303;1,004
6,461003;-0,1117;0,3555;0,8890;0,964
6,463370;-0,1393;0,3388;0,8761;0,950
6,467296;-0,2056;0,3254;0,8416;0,925
6,468888;-0,2410;0,3227;0,8250;0,918
6,471978;-0,2401;0,3124;0,8673;0,953
6,474340;-0,1899;0,3188;0,9746;1,043
6,476694;-0,1054;0,3371;1,0440;1,102
6,478971;-0,0858;0,3501;1,0056;1,068
6,481223;-0,0851;0,3569;0,9611;1,029
6,485204;-0,1054;0,3584;0,9123;0,986
6,485641;-0,1518;0,3454;0,8052;0,889
6,488442;-0,1679;0,3481;0,7781;0,869
6,492087;-0,1303;0,3579;0,8861;0,964
6,494257;-0,0447;0,3694;1,0086;1,075
6,496639;0,0418;0,3726;1,0249;1,091
6,500060;0,0198;0,3643;0,9387;1,007
6,501237;-0,0161;0,3523;0,8379;0,909
6,506133;-0,1012;0,3386;0,8025;0,877
6,507075;-0,1188;0,3401;0,8309;0,906
6,509230;-0,0205;0,3621;0,9880;1,052
6,511806;0,0452;0,3738;1,0335;1,100
6,514407;0,0125;0,3677;0,9827;1,049
6,516150;-0,0362;0,3540;0,9633;1,027
6,518941;-0,1633;0,3239;0,8524;0,926
6,522182;-0,2430;0,3149;0,7644;0,862
6,523586;-0,2234;0,3259;0,8113;0,902
6,526366;-0,1198;0,3474;0,9509;1,019
6,529813;-0,0540;0,3498;1,1112;1,166
6,531731;-0,0790;0,3393;1,0501;1,106
6,534572;-0,1408;0,3171;0,8788;0,945
6,539734;-0,1987;0,2919;0,7820;0,858
6,542630;-0,1105;0,3098;0,8565;0,917
6,542984;-0,1132;0,3161;0,8986;0,959
6,543244;-0,1166;0,3254;0,8785;0,944
6,546609;-0,0362;0,3447;1,0464;1,102
6,549635;-0,0022;0,3401;1,1286;1,179
6,551452;-0,1499;0,3007;0,8284;0,894
6,554665;-0,2623;0,2878;0,5502;0,674
6,557383;-0,0939;0,3308;0,8673;0,933
6,558586;0,0941;0,3540;1,2139;1,268
6,561324;0,0408;0,3310;1,0210;1,074
6,563294;-0,0445;0,3190;0,7854;0,849
6,566189;-0,0323;0,3188;0,8658;0,923
6,568505;-0,0428;0,3300;0,9184;0,977
6,571671;-0,0826;0,3168;0,8074;0,871
6,574320;-0,0384;0,3137;0,8023;0,862
6,576247;0,0494;0,3252;0,9702;1,024
6,578040;0,0738;0,3283;1,0868;1,138
6,581333;-0,0120;0,3010;0,9311;0,979
6,582803;0,0034;0,3142;0,7937;0,854
6,586382;0,0912;0,3415;0,8971;0,964
6,591147;0,0772;0,3359;0,9589;1,019
6,591717;0,0137;0,3159;0,8753;0,931
6,593493;0,0095;0,3288;0,8582;0,919
6,595522;0,0195;0,3344;0,8871;0,948
6,598849;0,0403;0,3276;0,8653;0,926
6,600302;0,0965;0,3481;0,9592;1,025
6,604443;0,1552;0,3753;1,0604;1,135
6,607516;0,1430;0,3687;1,0200;1,094
6,608106;0,0535;0,3305;0,8702;0,932
6,611045;-0,0660;0,3010;0,7851;0,843
6,612973;-0,1176;0,2983;0,7680;0,832
6,616981;-0,1015;0,3066;0,7756;0,840
6,618695;-0,0340;0,3264;0,9479;1,003
6,621329;0,0765;0,3635;1,1256;1,185
6,624564;0,1339;0,3784;1,1784;1,245
6,626396;0,0279;0,3518;1,0262;1,085
6,628293;-0,1232;0,3105;0,7015;0,777
6,633009;-0,1472;0,3137;0,5847;0,680
6,633439;-0,0306;0,3474;0,8313;0,902
6,636220;0,1532;0,3975;1,1662;1,242
6,639352;0,1906;0,4239;1,2264;1,311
6,642497;0,0919;0,4029;1,0362;1,116
6,643536;-0,0575;0,3628;0,7815;0,863
6,646528;-0,2044;0,3266;0,5165;0,644
6,649857;-0,1763;0,3325;0,5654;0,679
6,651372;-0,0543;0,3657;0,8964;0,970
6,657752;0,0225;0,3816;1,1728;1,234
6,659838;-0,0237;0,3621;1,1525;1,208
6,661041;-0,0797;0,3330;0,9990;1,056
6,662383;-0,0213;0,3423;0,9751;1,034
6,663372;0,0594;0,3643;0,9817;1,049
6,665627;-0,0213;0,3454;0,8213;0,891
6,668254;-0,1398;0,3215;0,6588;0,746
6,684421;-0,1843;0,3078;0,7543;0,835
6,685281;-0,0751;0,3259;0,9734;1,029
6,685617;0,1053;0,3518;1,1841;1,240
6,685883;0,1342;0,3542;1,1731;1,233
6,686160;-0,0447;0,3261;0,8419;0,904
6,686439;-0,1538;0,3061;0,6375;0,724
6,686693;-0,0374;0,3247;0,9115;0,968
6,689060;0,0523;0,3283;1,1203;1,169
6,690921;-0,0843;0,3124;0,8526;0,912
6,693316;-0,2623;0,2768;0,5431;0,664
6,696586;-0,2024;0,2863;0,7267;0,807
6,699142;0,1506;0,3525;1,3114;1,366
6,700350;0,3041;0,3811;1,3735;1,457
6,704730;-0,0511;0,3151;0,7372;0,803
6,706978;-0,1459;0,2755;0,5414;0,625
6,708720;0,0587;0,2958;1,0208;1,064
6,710927;0,0838;0,3171;1,0076;1,060
6,712892;-0,0758;0,3010;0,5942;0,670
6,717004;-0,0271;0,3208;0,7343;0,802
6,718632;0,2068;0,3726;1,2476;1,318
6,721335;0,2767;0,3714;1,2921;1,373
6,724030;0,0543;0,3132;0,8108;0,871
6,727346;0,0530;0,3044;0,7287;0,791
6,728137;0,3077;0,3293;1,2540;1,333
6,730808;0,0770;0,2714;1,0130;1,052
6,734317;-0,1741;0,2276;0,3938;0,487
6,738134;-0,0433;0,2496;0,7008;0,745
6,739441;0,2491;0,2900;1,3955;1,447
6,742523;0,0137;0,2499;0,9927;1,024
6,743350;-0,1814;0,2169;0,4165;0,503
6,747534;0,1352;0,2775;1,0125;1,058
6,748402;0,3618;0,3156;1,5343;1,608
6,750991;-0,0108;0,2464;0,7810;0,819
6,754167;-0,2457;0,2042;0,1882;0,371
6,756419;0,0191;0,2513;0,7729;0,813
6,758509;0,2229;0,3012;1,3801;1,430
6,760755;-0,0081;0,2614;0,8966;0,934
6,762936;0,0129;0,2770;0,7257;0,777
6,766752;0,2691;0,3288;1,2657;1,335
6,767821;0,1726;0,2956;1,1784;1,227
6,771161;-0,0807;0,2489;0,5119;0,575
6,774015;0,0037;0,2758;0,5703;0,633
6,775563;0,2339;0,3156;1,1696;1,234
6,777744;0,0916;0,2809;1,0775;1,117
6,780400;-0,0614;0,2528;0,6852;0,733
6,784153;0,2046;0,3061;1,1494;1,207
6,791087;0,2351;0,3063;1,2344;1,293
6,792392;-0,0137;0,2645;0,6842;0,734
6,792807;-0,0697;0,2609;0,4938;0,563
6,793214;0,2322;0,3340;1,0887;1,162
6,795532;0,2065;0,3310;1,2271;1,288
6,798131;-0,0474;0,2750;0,6458;0,704
6,800827;0,1068;0,2980;0,7624;0,826
6,816163;0,1855;0,3217;1,0980;1,159
6,817985;0,0687;0,3095;0,7993;0,860
6,818518;0,0613;0,3049;0,6967;0,763
6,818961;0,2962;0,3591;1,1846;1,273
6,819276;0,2144;0,3498;1,0941;1,169
6,819529;0,0789;0,3237;0,6011;0,687
6,819750;0,3820;0,3745;1,0829;1,208
6,824719;0,2845;0,3589;1,0352;1,132
6,825767;0,1095;0,3344;0,4505;0,572
6,826134;0,2474;0,3315;0,8152;0,914
6,828002;0,3625;0,3398;1,3474;1,436
6,830652;0,3385;0,3489;1,0210;1,131
6,834962;0,4045;0,3481;0,9604;1,099
6,835241;0,3559;0,3354;1,0022;1,115
6,838475;0,2285;0,3105;0,7397;0,834
6,841684;0,1579;0,2892;0,6727;0,749
6,843149;0,2843;0,3146;0,8900;0,986
6,845208;0,3547;0,3242;1,0139;1,122
6,849253;0,2730;0,3007;0,9091;0,996
6,851698;0,3488;0,3005;1,0037;1,104
6,854962;0,4940;0,3044;1,2224;1,353
6,855808;0,3033;0,2770;0,8673;0,960
6,858825;0,0604;0,2557;0,4153;0,491
6,861087;0,2354;0,2848;0,9228;0,994
6,862723;0,3251;0,2799;1,2339;1,306
6,866690;0,2007;0,2587;0,7458;0,814
6,868388;0,2148;0,2731;0,7106;0,791
6,871291;0,4331;0,3019;1,3510;1,451
6,873789;0,3845;0,2870;1,2474;1,336
6,876455;0,0696;0,2357;0,4527;0,515
6,878890;0,1171;0,2501;0,5390;0,606
6,882983;0,3417;0,2694;1,1894;1,267
6,883423;0,3786;0,2807;1,0765;1,175
6,886872;0,2691;0,2880;0,6749;0,782
6,888921;0,2970;0,2936;0,8189;0,919
6,891634;0,4845;0,3146;1,2469;1,374
6,893718;0,3600;0,2878;0,9536;1,059
6,896319;0,1865;0,2599;0,5466;0,633
6,899148;0,1953;0,2643;0,7517;0,820
6,900068;0,2588;0,2790;1,0909;1,155
6,903641;0,4038;0,3051;1,2498;1,348
6,905466;0,2967;0,2853;1,0494;1,127
6,907950;0,1562;0,2682;0,7116;0,776
6,911970;0,2080;0,2675;0,7629;0,835
6,912956;0,4776;0,3120;1,2288;1,355
6,916474;0,4241;0,3154;1,1261;1,244
6,918300;0,2728;0,2760;0,6876;0,790
6,926203;0,1965;0,2315;0,6908;0,755
6,927403;0,2703;0,2262;1,0034;1,064
6,927881;0,3454;0,2460;1,0885;1,168
6,928294;0,2434;0,2501;0,8257;0,896
6,931208;0,2210;0,2596;0,7250;0,801
6,937015;0,2738;0,2570;0,9741;1,044
6,937978;0,3300;0,2511;1,1203;1,195
6,938584;0,2962;0,2411;0,9853;1,057
6,957355;0,2080;0,2425;0,6629;0,736
6,958721;0,2425;0,2692;0,6644;0,757
6,959267;0,3522;0,2875;0,9550;1,058
6,959675;0,4004;0,2848;1,1044;1,209
6,960039;0,3571;0,2711;0,9946;1,091
6,960532;0,3006;0,2555;0,8049;0,896
6,960878;0,3571;0,2684;0,8211;0,935
6,961176;0,3676;0,2797;0,9465;1,053
6,961467;0,3527;0,2797;0,8629;0,973
6,963481;0,3845;0,2804;0,8690;0,991
6,965202;0,3038;0,2376;0,8920;0,972
6,971189;0,3442;0,2504;0,9555;1,046
6,973976;0,4136;0,2787;1,0684;1,179
6,974603;0,3669;0,2601;0,9917;1,089
6,975719;0,4026;0,2513;0,9406;1,054
6,977560;0,4674;0,2655;1,0210;1,154
6,980972;0,4065;0,2579;0,9599;1,074
6,982399;0,2997;0,2247;0,7583;0,846
6,987353;0,3028;0,2252;0,7099;0,804
6,989937;0,3857;0,2511;0,9049;1,015
6,990619;0,4175;0,2464;1,0178;1,127
6,992596;0,4358;0,2374;0,9575;1,078
6,995953;0,4776;0,2513;0,9382;1,082
6,997412;0,4128;0,2315;0,9054;1,022
7,000234;0,3390;0,2147;0,8223;0,915
7,003321;0,2483;0,1836;0,7338;0,796
7,007618;0,2791;0,1875;0,7783;0,848
7,008721;0,3970;0,2108;0,9993;1,096
7,012078;0,4593;0,2232;1,1650;1,272
7,014221;0,4913;0,2293;1,1247;1,249
7,016312;0,4740;0,2208;0,9577;1,091
7,020391;0,4065;0,2064;0,8125;0,932
7,021212;0,3226;0,1758;0,7607;0,845
7,023345;0,2684;0,1584;0,7773;0,837
7,025566;0,2444;0,1457;0,7991;0,848
7,028406;0,3891;0,1927;0,8619;0,965
7,029985;0,6145;0,2660;1,1506;1,331
7,033753;0,6221;0,2611;1,2146;1,389
7,035661;0,5465;0,2269;0,9707;1,137
7,038504;0,4678;0,2037;0,7529;0,909
7,040887;0,4395;0,1944;0,7350;0,878
7,042720;0,4454;0,2017;0,8196;0,954
7,046949;0,4608;0,2088;0,8998;1,032
7,047412;0,4605;0,2115;0,9893;1,111
7,049785;0,4798;0,2288;1,0633;1,189
7,057457;0,4986;0,2396;1,0100;1,152
7,062963;0,4982;0,2572;0,8978;1,058
7,063407;0,4754;0,2628;0,8221;0,985
7,063741;0,4894;0,2772;0,8343;1,006
7,064049;0,5087;0,2919;0,9037;1,077
7,065721;0,5165;0,3056;0,9626;1,134
7,068477;0,5109;0,3115;0,9736;1,143
7,072915;0,4967;0,3146;0,9345;1,104
7,073832;0,4688;0,3095;0,8846;1,048
7,075864;0,4461;0,2983;0,8678;1,020
7,079340;0,4207;0,2917;0,8788;1,017
7,080020;0,4033;0,2878;0,9140;1,040
7,083498;0,3835;0,2785;0,9641;1,074
7,088090;0,3664;0,2711;0,9797;1,081
7,088832;0,3512;0,2570;0,9457;1,041
7,091146;0,3410;0,2340;0,9042;0,994
7,093056;0,3336;0,2213;0,8954;0,981
7,094990;0,3248;0,2081;0,9149;0,993
7,098955;0,3229;0,1985;0,9223;0,997
7,100592;0,3187;0,1861;0,9093;0,981
7,105625;0,2992;0,1758;0,8937;0,959
7,106450;0,2857;0,1653;0,8856;0,945
7,108566;0,2784;0,1570;0,8907;0,946
7,110854;0,2789;0,1536;0,8861;0,942
7,112454;0,2806;0,1431;0,8788;0,934
7,116334;0,2816;0,1396;0,8797;0,934
7,118840;0,3031;0,1518;0,8961;0,958
7,120722;0,3307;0,1609;0,9267;0,997
7,122699;0,3534;0,1704;0,9460;1,024
7,125795;0,3613;0,1765;0,9460;1,028
7,127648;0,3527;0,1800;0,9296;1,010
7,130894;0,3468;0,1822;0,9250;1,005
7,133670;0,3542;0,1907;0,9267;1,010
7,136009;0,3339;0,1927;0,9357;1,012
7,141313;0,3317;0,1961;0,9421;1,018
7,142220;0,3297;0,1971;0,9440;1,019
7,143816;0,3158;0,1949;0,9357;1,007
7,145758;0,3028;0,1897;0,9225;0,989
7,147491;0,2821;0,1844;0,9154;0,975
7,149883;0,2686;0,1848;0,9022;0,959
7,154240;0,2691;0,1841;0,9149;0,971
7,155016;0,2601;0,1802;0,9237;0,976
7,157869;0,2530;0,1721;0,9061;0,956
7,160894;0,2564;0,1736;0,9066;0,958
7,162887;0,2447;0,1626;0,9086;0,955
7,165491;0,2322;0,1521;0,8797;0,922
7,168772;0,2378;0,1433;0,8621;0,906
7,176914;0,2356;0,1343;0,8377;0,880
7,177778;0,2733;0,1453;0,8558;0,910
7,178106;0,3537;0,1817;0,9316;1,013
7,178411;0,4109;0,2108;0,9985;1,100
7,180574;0,4075;0,1995;0,9690;1,070
7,182287;0,3789;0,1743;0,9008;0,993
7,188794;0,3268;0,1431;0,8455;0,918
7,190605;0,3004;0,1247;0,8225;0,885
7,192949;0,3395;0,1455;0,8832;0,957
7,193438;0,3957;0,1748;0,9929;1,083
7,194890;0,4001;0,1824;1,0350;1,125
7,198623;0,3752;0,1792;1,0203;1,102
7,200545;0,3427;0,1636;0,8873;0,965
7,207563;0,3715;0,1809;0,8487;0,944
7,208658;0,4124;0,2086;0,8993;1,011
7,209179;0,4248;0,2262;0,9545;1,069
7,213207;0,4212;0,2298;0,9611;1,074
7,213852;0,4062;0,2303;0,9340;1,044
7,214713;0,3488;0,1851;0,8648;0,951
7,218075;0,3050;0,1538;0,8350;0,902
7,222925;0,3070;0,1609;0,8592;0,926
7,223941;0,2804;0,1594;0,8639;0,922
7,224767;0,2530;0,1484;0,8766;0,924
7,227995;0,2339;0,1399;0,8482;0,891
7,229828;0,3011;0,1726;0,9355;0,998
7,232121;0,3850;0,2100;1,0293;1,119
7,234440;0,4397;0,2274;1,0826;1,190
7,237276;0,4214;0,2049;0,9927;1,098
7,240783;0,4080;0,1980;0,9233;1,029
7,243905;0,4060;0,2027;0,9027;1,010
7,246359;0,3750;0,1883;0,8502;0,948
7,248375;0,3571;0,1778;0,8147;0,907
7,251631;0,3840;0,1846;0,8648;0,964
7,254159;0,4043;0,2007;0,9103;1,016
7,255002;0,4001;0,2125;0,9042;1,011
7,258113;0,4080;0,2110;0,8353;0,953
7,260184;0,4598;0,2389;0,8416;0,988
7,262275;0,5404;0,2748;0,9448;1,123
7,266652;0,5925;0,2966;0,9633;1,169
7,267275;0,6025;0,3024;0,9690;1,180
7,272604;0,5512;0,2802;0,9269;1,114
7,273486;0,5192;0,2802;0,9211;1,094
7,275035;0,5065;0,2829;0,9435;1,108
7,277413;0,4952;0,2838;0,9770;1,132
7,281560;0,4979;0,2873;0,9907;1,145
7,283451;0,5104;0,3110;0,9875;1,154
7,284483;0,5365;0,3469;0,9907;1,179
7,287862;0,5563;0,3777;0,9167;1,137
7,290349;0,5118;0,3538;0,8712;1,071
7,293680;0,3481;0,1785;0,8411;0,928
7,295691;0,2921;0,0790;0,8568;0,909
7,297298;0,3248;0,1032;0,8800;0,944
7,299787;0,3679;0,1768;0,8643;0,956
7,303983;0,3904;0,2066;0,8282;0,939
7,304787;0,3596;0,1668;0,8287;0,919
7,307434;0,3407;0,1538;0,8521;0,931
7,309665;0,3608;0,1716;0,8665;0,954
7,312168;0,3493;0,1516;0,8973;0,975
7,314549;0,3217;0,1105;0,9633;1,022
7,318127;0,4273;0,2379;0,9885;1,103
7,320247;0,3808;0,2039;0,9658;1,058
7,322730;0,3275;0,1123;0,9587;1,019
7,325154;0,3698;0,1628;1,0134;1,091
7,328066;0,3911;0,1983;1,0125;1,103
7,329549;0,3556;0,1580;0,9783;1,053
7,332248;0,3324;0,1523;0,9538;1,021
7,334596;0,3618;0,1768;0,9350;1,018
7,341672;0,3679;0,1773;0,9101;0,997
7,342930;0,3525;0,1694;0,9066;0,987
7,343437;0,3583;0,1677;0,8917;0,976
7,345158;0,3659;0,1694;0,8683;0,957
7,350868;0,3627;0,1758;0,8744;0,963
7,352805;0,3586;0,1702;0,8734;0,959
7,362993;0,3451;0,1550;0,8509;0,931
7,364199;0,3537;0,1621;0,8607;0,945
7,364766;0,3652;0,1707;0,8824;0,970
7,365141;0,3735;0,1663;0,9049;0,993
7,365488;0,3732;0,1633;0,9179;1,004
7,365819;0,3730;0,1619;0,9252;1,011
7,367609;0,3725;0,1641;0,9215;1,007
7,374936;0,3728;0,1697;0,9140;1,002
7,376089;0,3664;0,1694;0,9157;1,001
7,376408;0,3576;0,1721;0,9255;1,007
7,377429;0,3539;0,1685;0,9296;1,009
7,379681;0,3527;0,1687;0,9189;0,999
7,382203;0,3490;0,1731;0,9191;0,998
7,384579;0,3527;0,1685;0,9372;1,015
7,387868;0,3608;0,1665;0,9624;1,041
7,390653;0,3605;0,1685;0,9817;1,059
7,392572;0,3603;0,1670;0,9880;1,065
7,394476;0,3576;0,1604;1,0007;1,075
7,397433;0,3659;0,1528;0,9885;1,065
7,400064;0,3554;0,1445;0,9377;1,013
7,403390;0,3527;0,1482;0,8995;0,978
7,404804;0,3686;0,1577;0,8768;0,964
7,407281;0,3948;0,1721;0,8868;0,986
7,409525;0,4077;0,1685;0,8778;0,982
7,412112;0,3842;0,1663;0,8372;0,936
7,414984;0,3454;0,1687;0,7553;0,848
7,416813;0,2696;0,1484;0,6886;0,754
7,420526;0,1965;0,1189;0,6822;0,720
7,423582;0,1921;0,1110;0,7262;0,759
7,424847;0,2188;0,1113;0,7893;0,827
7,426923;0,2398;0,1174;0,8766;0,916
7,430356;0,2750;0,1328;0,9609;1,008
7,431807;0,2928;0,1453;1,0990;1,147
7,434655;0,3028;0,1416;1,2308;1,275
7,438187;0,2865;0,1211;1,2557;1,294
7,440308;0,2698;0,1120;1,1538;1,190
7,442402;0,2813;0,1154;1,1076;1,149
7,444575;0,3006;0,1179;1,1496;1,194
7,446915;0,3082;0,1127;1,1946;1,239
7,450357;0,2887;0,1025;1,1259;1,167
7,452244;0,2652;0,0991;0,9350;0,977
7,457631;0,2483;0,1027;0,7996;0,844
7,463222;0,2244;0,0995;0,7465;0,786
7,463661;0,1992;0,0971;0,6903;0,725
7,464059;0,2053;0,1108;0,6214;0,664
7,464484;0,2351;0,1382;0,6128;0,671
7,467910;0,2950;0,1756;0,6612;0,745
7,471818;0,3493;0,2029;0,7409;0,844
7,472619;0,3928;0,2252;0,7925;0,913
7,475215;0,4290;0,2252;0,8174;0,950
7,477486;0,4676;0,2350;0,8020;0,958
7,479648;0,5192;0,2477;0,8184;1,000
7,482823;0,5590;0,2460;0,8947;1,083
7,485212;0,5854;0,2372;1,0037;1,186
7,487636;0,6025;0,2303;1,1029;1,278
7,489677;0,6052;0,2196;1,1440;1,313
7,492296;0,5923;0,2086;1,1283;1,291
7,495384;0,5663;0,1902;1,1115;1,262
7,497324;0,5197;0,1751;1,1159;1,243
7,499796;0,4517;0,1606;1,1198;1,218
7,503629;0,3906;0,1523;1,0746;1,153
7,504608;0,3603;0,1526;0,9807;1,056
7,508057;0,3576;0,1518;0,8905;0,972
7,509425;0,3542;0,1475;0,8135;0,899
7,511887;0,3684;0,1555;0,7724;0,870
7,515167;0,3728;0,1548;0,7292;0,833
7,518164;0,3710;0,1589;0,7094;0,816
7,520791;0,3688;0,1575;0,6876;0,796
7,522799;0,3774;0,1543;0,7275;0,834
7,524881;0,3803;0,1562;0,7785;0,880
7,527080;0,3781;0,1453;0,8360;0,929
7,529437;0,3454;0,1255;0,8345;0,912
7,532050;0,3434;0,1201;0,9025;0,973
7,534319;0,3361;0,1167;0,9303;0,996
7,537709;0,3405;0,1174;0,9973;1,060
7,540735;0,3652;0,1301;1,0746;1,142
7,542523;0,3681;0,1350;1,0829;1,152
7,545032;0,3662;0,1384;1,0819;1,151
7,547075;0,3422;0,1352;1,0601;1,122
7,549565;0,3026;0,1230;1,0081;1,060
7,552462;0,2862;0,1255;0,9910;1,039
7,556366;0,2987;0,1284;0,9558;1,010
7,557993;0,3204;0,1340;0,9536;1,015
7,559598;0,3561;0,1514;0,9768;1,051
7,562102;0,3701;0,1514;0,9621;1,042
7,564927;0,3586;0,1438;0,8956;0,975
7,566910;0,3481;0,1396;0,8194;0,901
7,571651;0,3434;0,1418;0,7871;0,870
7,574607;0,3615;0,1550;0,7991;0,891
7,575207;0,3478;0,1528;0,7942;0,880
7,577648;0,3657;0,1594;0,8727;0,960
7,579322;0,3886;0,1665;0,9223;1,015
7,581761;0,3940;0,1614;0,9208;1,014
7,584169;0,4158;0,1648;0,9741;1,072
7,591052;0,4172;0,1587;0,9836;1,080
7,592205;0,3989;0,1426;0,9719;1,060
7,592495;0,4038;0,1435;1,0220;1,108
7,594442;0,3952;0,1330;0,9868;1,071
7,596932;0,3798;0,1286;0,9528;1,034
7,599609;0,3730;0,1301;0,9482;1,027
7,613286;0,3654;0,1323;0,9487;1,025
7,614533;0,3522;0,1252;0,9399;1,011
7,614943;0,3429;0,1235;0,9186;0,988
7,615239;0,3317;0,1152;0,8714;0,940
7,615480;0,3256;0,1203;0,8546;0,922
7,615694;0,3134;0,1064;0,8690;0,930
7,616762;0,2926;0,0849;0,8802;0,931
7,623978;0,2667;0,0763;0,8907;0,933
7,625007;0,2405;0,0602;0,8851;0,919
7,625402;0,2249;0,0504;0,8709;0,901
7,626701;0,2310;0,0543;0,8807;0,912
7,629495;0,2584;0,0687;0,9049;0,944
7,631791;0,2940;0,0829;0,9247;0,974
7,634100;0,3204;0,0907;0,9333;0,991
7,637177;0,3143;0,0849;0,9074;0,964
7,640177;0,3138;0,0912;0,8526;0,913
7,642096;0,3212;0,0912;0,8113;0,877
7,644608;0,3297;0,1017;0,8162;0,886
7,647090;0,3380;0,1105;0,8854;0,954
7,649004;0,3510;0,1152;0,9633;1,032
7,651773;0,3561;0,1123;1,0227;1,089
7,655573;0,3549;0,1159;1,0550;1,119
7,657716;0,3569;0,1152;1,0550;1,120
7,660053;0,3444;0,1142;1,0235;1,086
7,661877;0,3376;0,1118;0,9858;1,048
7,666122;0,3388;0,1115;0,9504;1,015
7,667617;0,3515;0,1105;0,9284;0,999
7,670966;0,3855;0,1237;0,9127;0,998
7,671885;0,4155;0,1360;0,9022;1,003
7,675169;0,4058;0,1360;0,8863;0,984
7,677407;0,3869;0,1321;0,8529;0,946
7,679486;0,3791;0,1259;0,8382;0,929
7,682671;0,3713;0,1171;0,8284;0,915
7,684608;0,3532;0,1113;0,8265;0,906
7,687046;0,3530;0,1093;0,8277;0,906
7,689853;0,3659;0,1230;0,8480;0,932
7,692022;0,3789;0,1325;0,8929;0,979
7,694119;0,3850;0,1303;0,9333;1,018
7,698022;0,3950;0,1318;0,9523;1,039
7,699564;0,4268;0,1340;0,9497;1,050
7,701998;0,4581;0,1311;0,9333;1,048
7,706138;0,4762;0,1382;0,9492;1,071
7,706863;0,4806;0,1421;0,9748;1,096
