time;gFx;gFy;gFz;TgF
4,515905;-0,1919;-0,2569;0,9203;0,975
4,518288;-0,1362;-0,2466;1,0922;1,128
4,521524;-0,1213;-0,2390;1,1098;1,142
4,524394;-0,1528;-0,2314;0,9978;1,036
4,526050;-0,2141;-0,2412;0,9083;0,964
4,528188;-0,2149;-0,2324;0,8460;0,903
4,530683;-0,1540;-0,2063;0,9191;0,954
4,534319;-0,1122;-0,1857;1,0582;1,080
4,538846;-0,1264;-0,1850;1,0442;1,068
4,539721;-0,1953;-0,2170;0,9157;0,961
4,543983;-0,2911;-0,2517;0,8106;0,897
4,544492;-0,3701;-0,2764;0,8269;0,947
4,546649;-0,4109;-0,2911;0,9027;1,034
4,548648;-0,3745;-0,3040;0,9299;1,048
4,550882;-0,3146;-0,2896;0,9477;1,040
4,554630;-0,3491;-0,2688;0,8619;0,968
4,556673;-0,3887;-0,2481;0,7499;0,880
4,559943;-0,4126;-0,2361;0,7240;0,866
4,560907;-0,4109;-0,2427;0,8313;0,959
4,563344;-0,4190;-0,2566;0,9506;1,070
4,565606;-0,4402;-0,2752;1,0306;1,154
4,567924;-0,4706;-0,2994;1,0983;1,232
4,570862;-0,5351;-0,3158;1,0628;1,231
4,573699;-0,6688;-0,3187;0,9658;1,217
4,576506;-0,7605;-0,3211;0,9108;1,229
4,577966;-0,7942;-0,3236;0,8448;1,204
4,582708;-0,7265;-0,3167;0,7873;1,117
4,583183;-0,5935;-0,3121;0,8419;1,076
4,589953;-0,5407;-0,3057;0,9240;1,113
4,595370;-0,5346;-0,2957;0,9333;1,115
4,595698;-0,5444;-0,2877;0,9333;1,118
4,595955;-0,5766;-0,2867;0,8893;1,098
4,597359;-0,5392;-0,2771;0,8463;1,041
4,598760;-0,4226;-0,2591;0,9413;1,064
4,602296;-0,4178;-0,2537;0,9648;1,082
4,604719;-0,3794;-0,2427;0,8773;0,986
4,605863;-0,3263;-0,2327;0,8822;0,969
4,608492;-0,3422;-0,2224;0,9140;1,001
4,611834;-0,3029;-0,2126;0,9839;1,051
4,613615;-0,2687;-0,2080;1,0315;1,086
4,616839;-0,2914;-0,1906;0,9819;1,042
4,618615;-0,2963;-0,1711;0,9453;1,005
4,621694;-0,2885;-0,1571;0,9181;0,975
4,625439;-0,2430;-0,1456;0,9355;0,977
4,626576;-0,2474;-0,1403;0,9592;1,000
4,628152;-0,2665;-0,1596;0,8959;0,948
4,630914;-0,2435;-0,1505;0,8687;0,915
4,632955;-0,2955;-0,1339;0,8592;0,918
4,637069;-0,3584;-0,1315;0,7939;0,881
4,642316;-0,3332;-0,1405;0,8519;0,925
4,643125;-0,2833;-0,1481;0,9531;1,005
4,643539;-0,2650;-0,1478;0,9714;1,018
4,646947;-0,2767;-0,1410;0,9294;0,980
4,648071;-0,3024;-0,1456;0,8492;0,913
4,650719;-0,3078;-0,1486;0,7971;0,867
4,653737;-0,2831;-0,1635;0,7983;0,863
4,655997;-0,2958;-0,1662;0,9086;0,970
4,658569;-0,3454;-0,1610;0,9668;1,039
4,660597;-0,3464;-0,1975;0,9533;1,033
4,662925;-0,3982;-0,2740;0,9259;1,045
4,666406;-0,4168;-0,3143;0,9179;1,056
4,667659;-0,3879;-0,3035;0,9215;1,045
4,671845;-0,3642;-0,2928;0,9433;1,053
4,674502;-0,4019;-0,3060;0,9409;1,068
4,675682;-0,4073;-0,3253;0,9303;1,066
4,679247;-0,4112;-0,3351;0,9296;1,070
4,681075;-0,3919;-0,3231;0,9306;1,060
4,682743;-0,3953;-0,3167;0,9130;1,044
4,689708;-0,3904;-0,3099;0,9064;1,034
4,690939;-0,3633;-0,3065;0,9113;1,028
4,691261;-0,3415;-0,3050;0,9198;1,027
4,693090;-0,3080;-0,2859;0,9091;1,002
4,697282;-0,3153;-0,2569;0,9108;0,997
4,698014;-0,3530;-0,2456;0,8976;0,995
4,701249;-0,3657;-0,2373;0,8893;0,990
4,707094;-0,3334;-0,2234;0,9071;0,992
4,707901;-0,2965;-0,2053;0,9318;0,999
4,708279;-0,2916;-0,1835;0,9758;1,035
4,712038;-0,2889;-0,1786;0,9536;1,012
4,713526;-0,2902;-0,1652;0,8881;0,949
4,715789;-0,2738;-0,1354;0,8370;0,891
4,718333;-0,2557;-0,1092;0,8668;0,910
4,720523;-0,2750;-0,0967;0,9049;0,951
4,724014;-0,2970;-0,0755;0,9171;0,967
4,726002;-0,2762;-0,0505;0,9296;0,971
4,729023;-0,2410;-0,0285;0,9775;1,007
4,730761;-0,1985;-0,0149;1,0411;1,060
4,732824;-0,2051;-0,0139;1,0455;1,065
4,737512;-0,2508;-0,0215;0,9655;0,998
4,738513;-0,2821;-0,0281;0,8453;0,892
4,741219;-0,2740;-0,0222;0,7820;0,829
4,743275;-0,2442;-0,0178;0,8030;0,839
4,745509;-0,1997;-0,0109;0,8724;0,895
4,750199;-0,1699;0,0113;0,9413;0,957
4,751025;-0,2127;0,0211;0,9707;0,994
4,755554;-0,2689;0,0169;0,9418;0,980
4,756403;-0,2995;0,0040;0,8758;0,926
4,759326;-0,2926;0,0035;0,8599;0,908
4,760641;-0,2963;0,0057;0,9101;0,957
4,763227;-0,3063;0,0071;0,9335;0,983
4,767180;-0,2892;0,0086;0,9281;0,972
4,767655;-0,2926;0,0049;0,9321;0,977
4,772386;-0,3039;-0,0017;0,9201;0,969
4,773240;-0,3354;-0,0153;0,8878;0,949
4,776368;-0,3317;-0,0185;0,8834;0,944
4,778841;-0,3493;-0,0329;0,8925;0,959
4,782142;-0,3926;-0,0537;0,9047;0,988
4,782609;-0,3747;-0,0571;0,9064;0,982
4,788567;-0,3393;-0,0535;0,9470;1,007
4,789445;-0,3085;-0,0444;1,0093;1,056
4,791192;-0,3017;-0,0417;1,0002;1,046
4,792993;-0,3095;-0,0449;0,9582;1,008
4,795853;-0,3263;-0,0532;0,9149;0,973
4,797857;-0,3163;-0,0567;0,8912;0,947
4,802202;-0,3202;-0,0503;0,8856;0,943
4,804859;-0,3268;-0,0447;0,8888;0,948
4,807030;-0,3039;-0,0413;0,8907;0,942
4,808426;-0,2831;-0,0415;0,9042;0,948
4,810869;-0,2850;-0,0513;0,9052;0,950
4,813620;-0,2853;-0,0591;0,9008;0,947
4,816395;-0,2782;-0,0608;0,8976;0,942
4,817928;-0,3229;-0,0633;0,9083;0,966
4,820978;-0,3520;-0,0713;0,9142;0,982
4,823478;-0,3491;-0,0713;0,9091;0,976
4,826516;-0,3432;-0,0789;0,9147;0,980
4,827997;-0,3457;-0,0862;0,9406;1,006
4,831382;-0,3334;-0,0879;0,9501;1,011
4,833252;-0,3151;-0,0855;0,9421;0,997
4,835298;-0,3080;-0,0843;0,9284;0,982
4,841546;-0,2992;-0,0870;0,9206;0,972
4,842764;-0,3298;-0,0789;0,8910;0,953
4,843127;-0,3569;-0,0791;0,8959;0,968
4,845765;-0,3593;-0,0823;0,9083;0,980
4,847819;-0,3608;-0,0833;0,8951;0,969
4,850850;-0,3598;-0,0789;0,8932;0,966
4,858366;-0,3735;-0,0804;0,9025;0,980
4,859354;-0,3862;-0,0745;0,9220;1,002
4,859784;-0,3882;-0,0679;0,9330;1,013
4,860480;-0,3865;-0,0733;0,9391;1,018
4,863043;-0,3982;-0,0711;0,9289;1,013
4,865246;-0,4019;-0,0703;0,9247;1,011
4,867729;-0,4146;-0,0686;0,9255;1,016
4,880351;-0,4302;-0,0645;0,9240;1,021
4,881483;-0,4537;-0,0630;0,9218;1,029
4,881827;-0,4737;-0,0584;0,9171;1,034
4,882183;-0,4940;-0,0569;0,9157;1,042
4,882427;-0,5234;-0,0598;0,9081;1,050
4,882664;-0,5410;-0,0628;0,9142;1,064
4,888408;-0,5625;-0,0662;0,9174;1,078
4,889135;-0,5791;-0,0669;0,9057;1,077
4,892470;-0,5852;-0,0735;0,8976;1,074
4,892857;-0,5991;-0,0791;0,9081;1,091
4,896597;-0,6136;-0,0806;0,9345;1,121
4,898366;-0,6309;-0,0843;0,9516;1,145
4,901588;-0,6385;-0,0889;0,9587;1,155
4,906528;-0,6297;-0,0855;0,9379;1,133
4,907109;-0,6414;-0,0865;0,9059;1,113
4,907680;-0,6725;-0,0933;0,8929;1,122
4,911867;-0,6940;-0,0980;0,8763;1,122
4,912836;-0,6446;-0,0853;0,9220;1,128
4,915660;-0,6507;-0,0784;0,9665;1,168
4,917864;-0,7624;-0,0945;0,8101;1,116
4,922385;-0,7294;-0,0806;0,7157;1,025
4,922839;-0,6087;-0,0611;0,8805;1,072
4,925120;-0,5128;-0,0439;1,1010;1,215
4,928027;-0,5617;-0,0334;1,0367;1,180
4,930746;-0,5828;-0,0207;0,7891;0,981
4,933139;-0,4620;-0,0095;0,8025;0,926
4,936265;-0,4305;-0,0021;0,9020;0,999
4,941184;-0,4373;0,0106;0,8404;0,947
4,941547;-0,3129;0,0296;0,9350;0,986
4,944137;-0,2139;0,0416;1,1315;1,152
4,945867;-0,2508;0,0230;1,0325;1,063
4,949378;-0,2706;0,0025;0,8634;0,905
4,951155;-0,2713;-0,0021;0,8216;0,865
4,956313;-0,2405;-0,0078;0,8480;0,881
4,957170;-0,1789;-0,0041;0,9316;0,949
4,961563;-0,1386;0,0032;0,9905;1,000
4,962081;-0,1151;-0,0149;0,9673;0,974
4,963585;-0,1178;-0,0295;0,8929;0,901
4,965706;-0,1171;-0,0288;0,8111;0,820
4,967937;-0,0961;-0,0398;0,8839;0,890
4,977410;-0,0983;-0,0596;0,9936;1,000
4,978205;-0,1337;-0,0694;0,9648;0,976
4,978498;-0,1926;-0,0723;0,8206;0,846
4,978781;-0,1980;-0,0857;0,7443;0,775
4,981195;-0,1342;-0,1131;0,9218;0,938
4,983387;-0,1117;-0,1327;1,0860;1,100
4,986242;-0,1391;-0,1434;1,0059;1,026
4,988728;-0,1863;-0,1388;0,8546;0,886
4,992165;-0,1968;-0,1354;0,8397;0,873
4,992774;-0,2024;-0,1459;0,9291;0,962
4,996752;-0,2269;-0,1601;0,9863;1,025
4,997689;-0,2709;-0,1544;0,9614;1,011
5,000297;-0,3053;-0,1515;0,9333;0,994
5,002546;-0,3227;-0,1535;0,9484;1,014
5,005579;-0,3532;-0,1410;0,9472;1,021
5,008550;-0,3970;-0,1239;0,9208;1,010
5,010676;-0,4248;-0,1060;0,9076;1,008
5,012628;-0,4442;-0,0892;0,9054;1,012
5,016663;-0,4483;-0,0711;0,8893;0,998
5,018164;-0,4339;-0,0496;0,8780;0,981
5,021306;-0,4107;-0,0290;0,8888;0,980
5,023521;-0,3914;-0,0171;0,9022;0,984
5,026088;-0,3784;-0,0063;0,9167;0,992
5,028599;-0,3862;-0,0019;0,9235;1,001
5,029913;-0,3857;0,0030;0,9372;1,013
5,032451;-0,3840;0,0074;0,9558;1,030
5,035060;-0,3804;0,0101;0,9614;1,034
5,037514;-0,3835;0,0010;0,9406;1,016
5,040850;-0,3897;-0,0009;0,9115;0,991
5,043406;-0,3870;-0,0034;0,8986;0,978
5,045623;-0,3750;-0,0048;0,8998;0,975
5,047582;-0,3686;-0,0058;0,8920;0,965
5,049848;-0,3664;-0,0117;0,8795;0,953
5,053717;-0,3681;-0,0127;0,8700;0,945
5,058223;-0,3630;-0,0107;0,8702;0,943
5,058649;-0,3618;-0,0046;0,8744;0,946
5,061360;-0,3635;-0,0019;0,8756;0,948
5,062724;-0,3640;-0,0048;0,8888;0,960
5,065642;-0,3628;-0,0012;0,8888;0,960
5,067875;-0,3657;-0,0036;0,8993;0,971
5,071553;-0,3623;-0,0039;0,9186;0,987
5,073466;-0,3623;-0,0053;0,9245;0,993
5,075181;-0,3628;-0,0063;0,9171;0,986
5,078114;-0,3686;-0,0041;0,9074;0,979
5,079893;-0,3740;-0,0068;0,9061;0,980
5,083320;-0,3681;-0,0031;0,9017;0,974
5,090191;-0,3713;-0,0053;0,8959;0,970
5,091297;-0,3755;-0,0024;0,8986;0,974
5,092424;-0,3765;-0,0046;0,9069;0,982
5,095466;-0,3838;-0,0080;0,9198;0,997
5,095991;-0,3826;-0,0090;0,9306;1,006
5,097374;-0,3835;-0,0122;0,9387;1,014
5,100970;-0,3884;-0,0102;0,9438;1,021
5,108312;-0,3853;-0,0119;0,9497;1,025
5,109310;-0,3953;-0,0070;0,9536;1,032
5,109625;-0,4007;-0,0100;0,9489;1,030
5,109883;-0,3972;-0,0146;0,9394;1,020
5,112295;-0,3963;-0,0136;0,9350;1,016
5,114780;-0,4004;-0,0097;0,9306;1,013
5,118207;-0,3953;-0,0063;0,9220;1,003
5,120688;-0,3967;-0,0058;0,9230;1,005
5,123299;-0,3948;-0,0075;0,9228;1,004
5,125126;-0,3938;-0,0119;0,9533;1,032
5,127584;-0,3862;-0,0144;0,9648;1,039
5,129674;-0,3745;-0,0061;0,9257;0,999
5,132494;-0,3642;0,0067;0,9284;0,997
5,134696;-0,3584;0,0101;0,9259;0,993
5,138074;-0,3686;0,0155;0,8976;0,970
5,140651;-0,3867;0,0086;0,8771;0,959
5,142767;-0,4109;-0,0185;0,8570;0,951
5,145180;-0,3875;-0,0127;0,8577;0,941
5,147390;-0,3828;-0,0070;0,8673;0,948
5,150943;-0,3970;-0,0190;0,8313;0,921
5,153766;-0,3887;-0,0056;0,8008;0,890
5,155026;-0,3980;-0,0087;0,8086;0,901
5,157513;-0,3953;-0,0085;0,8357;0,925
5,159857;-0,3958;-0,0124;0,8624;0,949
5,162216;-0,3906;-0,0134;0,9035;0,984
5,166113;-0,3882;-0,0163;0,9484;1,025
5,167980;-0,3889;-0,0188;0,9677;1,043
5,171757;-0,3867;-0,0193;0,9621;1,037
5,175156;-0,3921;-0,0173;0,9560;1,033
5,175584;-0,3967;-0,0158;0,9355;1,016
5,178008;-0,4007;-0,0158;0,9079;0,992
5,180770;-0,3972;-0,0122;0,8687;0,955
5,182500;-0,3999;-0,0070;0,8480;0,938
5,185850;-0,3919;-0,0065;0,8409;0,928
5,189973;-0,3796;-0,0041;0,8384;0,920
5,190919;-0,4016;-0,0127;0,8392;0,930
5,192854;-0,4007;-0,0068;0,8558;0,945
5,195483;-0,3889;-0,0105;0,9017;0,982
5,197753;-0,3857;-0,0163;0,9563;1,031
5,200566;-0,3853;-0,0173;0,9988;1,071
5,203431;-0,3855;-0,0166;1,0222;1,093
5,205133;-0,3862;-0,0171;1,0411;1,111
5,208062;-0,3911;-0,0256;1,0486;1,120
5,210358;-0,3865;-0,0229;1,0445;1,114
5,212345;-0,3909;-0,0246;1,0257;1,098
5,215911;-0,3897;-0,0173;1,0007;1,074
5,217434;-0,3950;-0,0183;0,9680;1,046
5,220877;-0,3958;-0,0149;0,9374;1,018
5,222587;-0,3950;-0,0149;0,9113;0,993
5,226148;-0,3906;-0,0119;0,9010;0,982
5,227318;-0,3904;-0,0090;0,8981;0,979
5,231565;-0,3936;-0,0078;0,9025;0,985
5,233250;-0,3948;-0,0100;0,9189;1,000
5,235350;-0,3909;-0,0109;0,9374;1,016
5,237907;-0,3879;-0,0129;0,9514;1,027
5,240259;-0,3867;-0,0136;0,9629;1,038
5,243378;-0,3867;-0,0185;0,9565;1,032
5,244887;-0,3870;-0,0149;0,9594;1,035
5,248015;-0,3892;-0,0156;0,9506;1,027
5,250383;-0,3911;-0,0197;0,9347;1,013
5,254485;-0,3867;-0,0171;0,9191;0,997
5,255303;-0,3892;-0,0144;0,9069;0,987
5,259095;-0,3894;-0,0114;0,8956;0,977
5,260544;-0,3894;-0,0131;0,9030;0,983
5,262311;-0,3958;-0,0166;0,9306;1,011
5,266331;-0,3860;-0,0127;0,9746;1,048
5,267443;-0,3862;-0,0222;1,0291;1,099
5,271732;-0,3899;-0,0320;0,9286;1,008
5,272848;-0,4026;-0,0217;0,9267;1,011
5,275329;-0,4544;-0,0285;0,8729;0,985
5,277361;-0,4767;-0,0249;0,7942;0,927
5,280663;-0,4473;-0,0185;0,7702;0,891
5,283388;-0,3953;-0,0102;0,8013;0,894
5,284612;-0,3789;-0,0039;0,8903;0,968
5,288263;-0,3945;-0,0065;0,9374;1,017
5,290964;-0,4178;-0,0053;0,8868;0,980
5,293227;-0,4332;-0,0168;0,8377;0,943
5,296472;-0,4204;-0,0332;0,8370;0,937
5,297564;-0,4217;-0,0430;0,8294;0,931
5,299637;-0,4349;-0,0508;0,7969;0,909
5,304233;-0,4442;-0,0591;0,7776;0,897
5,305576;-0,4393;-0,0557;0,8375;0,947
5,307681;-0,4256;-0,0442;0,9472;1,039
5,309990;-0,4109;-0,0488;0,9873;1,071
5,312390;-0,4268;-0,0635;0,9360;1,031
5,314960;-0,4415;-0,0718;0,8981;1,003
5,318092;-0,4417;-0,0723;0,9157;1,019
5,319660;-0,4390;-0,0743;0,9335;1,034
5,325042;-0,4424;-0,0723;0,9088;1,013
5,326713;-0,4327;-0,0630;0,9076;1,007
5,327523;-0,4143;-0,0532;0,9264;1,016
5,329934;-0,4097;-0,0518;0,9607;1,046
5,332108;-0,4082;-0,0466;0,9829;1,065
5,334974;-0,3985;-0,0432;0,9853;1,064
5,341832;-0,3958;-0,0393;0,9792;1,057
5,343523;-0,4021;-0,0417;0,9655;1,047
5,343875;-0,4082;-0,0422;0,9509;1,036
5,344732;-0,4126;-0,0461;0,9401;1,028
5,347309;-0,4139;-0,0479;0,9379;1,026
5,349723;-0,4256;-0,0554;0,9340;1,028
5,359176;-0,4334;-0,0657;0,9367;1,034
5,360739;-0,4373;-0,0765;0,9374;1,037
5,361086;-0,4464;-0,0853;0,9267;1,032
5,361412;-0,4600;-0,0958;0,9230;1,036
5,362099;-0,4877;-0,1131;0,9039;1,033
5,365488;-0,4899;-0,1192;0,8866;1,020
5,367099;-0,4781;-0,1214;0,8763;1,006
5,373425;-0,5050;-0,1371;0,8580;1,005
5,374599;-0,5348;-0,1515;0,8480;1,014
5,375080;-0,5683;-0,1696;0,8480;1,035
5,377088;-0,5835;-0,1784;0,8551;1,050
5,380787;-0,5764;-0,1772;0,8746;1,062
5,383304;-0,6040;-0,1894;0,9054;1,105
5,385536;-0,6644;-0,2043;0,9487;1,176
5,388453;-0,6671;-0,2011;0,9673;1,192
5,390889;-0,5859;-0,1818;0,9763;1,153
5,392613;-0,5661;-0,1803;0,9863;1,151
5,394671;-0,5419;-0,1879;0,9746;1,131
5,397090;-0,5285;-0,1901;0,9289;1,085
5,400031;-0,5402;-0,2004;0,8734;1,046
5,402507;-0,5287;-0,2063;0,8428;1,016
5,405629;-0,5471;-0,2126;0,8406;1,025
5,408055;-0,5674;-0,2050;0,8927;1,077
5,409598;-0,5363;-0,1632;0,9941;1,141
5,412093;-0,4745;-0,1280;1,0863;1,192
5,416417;-0,5062;-0,1356;1,0416;1,166
5,418670;-0,5938;-0,1791;0,8397;1,044
5,421786;-0,5412;-0,1588;0,7675;0,952
5,422647;-0,4139;-0,0960;0,8597;0,959
5,425996;-0,2821;-0,0112;0,9020;0,945
5,427746;-0,1046;0,1145;0,9983;1,010
5,431199;-0,0137;0,2147;1,1022;1,123
5,433099;0,0286;0,2736;1,0638;1,099
5,435439;0,1078;0,3410;0,9890;1,052
5,439808;0,1836;0,4073;0,9609;1,060
5,440707;0,1894;0,4596;0,9663;1,087
5,442817;0,1017;0,4838;0,9391;1,061
5,446912;-0,0149;0,4789;0,8570;0,982
5,447376;-0,1249;0,4476;0,7785;0,907
5,450703;-0,2112;0,4190;0,7832;0,913
5,453974;-0,2919;0,3772;0,8377;0,964
5,454757;-0,3518;0,3308;0,8631;0,989
5,458058;-0,3884;0,2851;0,8526;0,979
5,459710;-0,3909;0,2570;0,8362;0,958
5,462024;-0,3838;0,2418;0,8318;0,947
5,466211;-0,3657;0,2259;0,8502;0,953
5,468387;-0,3437;0,2218;0,8546;0,947
5,471612;-0,3173;0,2191;0,8687;0,950
5,472543;-0,2926;0,2171;0,8793;0,952
5,475627;-0,2735;0,2183;0,8871;0,954
5,477736;-0,2750;0,2186;0,9086;0,974
5,479676;-0,2806;0,2137;0,9113;0,977
5,482053;-0,2704;0,2127;0,9277;0,989
5,485124;-0,2579;0,2120;0,9382;0,996
5,487774;-0,2699;0,2027;0,9237;0,983
5,491510;-0,2955;0,1910;0,9365;1,000
5,492931;-0,3146;0,1643;0,8920;0,960
5,494923;-0,3941;0,1157;0,9240;1,011
5,497175;-0,4481;0,0731;0,9347;1,039
5,499615;-0,4263;0,0558;0,9712;1,062
5,502966;-0,3342;0,0719;1,0054;1,062
5,507706;-0,2638;0,0832;0,9724;1,011
5,509082;-0,3246;0,0538;0,8959;0,954
5,509684;-0,4906;-0,0129;0,8983;1,024
5,512018;-0,5495;-0,0513;0,9355;1,086
5,515056;-0,5182;-0,0564;0,9626;1,095
5,517020;-0,4596;-0,0459;0,9653;1,070
5,520781;-0,4161;-0,0251;0,9201;1,010
5,523169;-0,4014;-0,0097;0,8727;0,961
5,524532;-0,3963;0,0062;0,8695;0,956
5,527874;-0,3931;0,0279;0,8973;0,980
5,529376;-0,3916;0,0436;0,9159;0,997
5,531740;-0,3904;0,0558;0,9105;0,992
5,534496;-0,3906;0,0712;0,8849;0,970
5,539648;-0,3831;0,0807;0,8771;0,960
5,540583;-0,3875;0,0881;0,8959;0,980
5,543652;-0,3936;0,0807;0,9267;1,010
5,544333;-0,3999;0,0736;0,9367;1,021
5,547781;-0,4112;0,0697;0,9269;1,016
5,549173;-0,4204;0,0683;0,9201;1,014
5,552534;-0,4368;0,0646;0,9264;1,026
5,554688;-0,4520;0,0631;0,9543;1,058
5,557099;-0,4676;0,0714;0,9638;1,074
5,559437;-0,4803;0,0758;0,9545;1,071
5,561944;-0,4845;0,0775;0,9308;1,052
5,564904;-0,4811;0,0812;0,9032;1,027
5,566756;-0,4901;0,0785;0,8839;1,014
5,570474;-0,4974;0,0783;0,8800;1,014
5,575672;-0,4828;0,0807;0,8859;1,012
5,576123;-0,4816;0,0746;0,8724;0,999
5,577508;-0,4899;0,0621;0,8607;0,992
5,580299;-0,4552;0,0697;0,8712;0,985
5,582200;-0,4596;0,0639;0,8685;0,985
5,584093;-0,4451;0,0585;0,8756;0,984
5,587597;-0,4060;0,0609;0,8927;0,983
5,590317;-0,3659;0,0577;0,9118;0,984
5,593475;-0,3569;0,0595;0,9181;0,987
5,594242;-0,3615;0,0548;0,9108;0,981
5,599193;-0,3787;0,0533;0,9039;0,981
5,599551;-0,3740;0,0661;0,9230;0,998
5,602088;-0,3655;0,0712;0,9519;1,022
5,605034;-0,3747;0,0771;0,9528;1,027
5,607656;-0,3828;0,0841;0,9274;1,007
5,610030;-0,4019;0,0898;0,8988;0,989
5,611911;-0,3926;0,0917;0,9010;0,987
5,615488;-0,4024;0,0932;0,9061;0,996
5,617147;-0,4175;0,0929;0,9025;0,999
5,620796;-0,3972;0,0932;0,8976;0,986
5,622043;-0,3985;0,0966;0,9039;0,993
5,624372;-0,4051;0,0973;0,8978;0,990
5,626851;-0,4170;0,0988;0,8773;0,976
5,629471;-0,4204;0,0986;0,8800;0,980
5,632862;-0,3601;0,1071;0,9211;0,995
5,634852;-0,3017;0,1198;0,9470;1,001
5,639972;-0,2733;0,1206;0,9426;0,989
5,644017;-0,2569;0,1247;0,9323;0,975
5,644336;-0,2872;0,1171;0,9277;0,978
5,645768;-0,3444;0,1079;0,9037;0,973
5,648536;-0,4222;0,0937;0,8966;0,995
5,650252;-0,4297;0,1022;0,9076;1,009
5,653593;-0,4671;0,1008;0,9206;1,037
5,654579;-0,4850;0,1091;0,9176;1,044
5,657711;-0,4879;0,1198;0,8920;1,024
5,660148;-0,5116;0,1257;0,8626;1,011
5,663271;-0,5180;0,1352;0,8436;0,999
5,664457;-0,5334;0,1345;0,8419;1,006
5,669006;-0,4630;0,1391;0,8626;0,989
5,669394;-0,4170;0,1352;0,8746;0,978
5,672258;-0,3950;0,1340;0,8976;0,990
5,675257;-0,4175;0,1152;0,8920;0,992
5,676665;-0,4305;0,1039;0,9140;1,016
5,679953;-0,4566;0,0961;0,9237;1,035
5,682009;-0,4901;0,0805;0,9125;1,039
5,684696;-0,4537;0,0719;0,9211;1,029
5,687848;-0,4077;0,0712;0,9643;1,049
5,690525;-0,3928;0,0749;0,9633;1,043
5,692092;-0,4102;0,0844;0,9039;0,996
5,694384;-0,3928;0,1074;0,8502;0,943
5,696706;-0,3674;0,1003;0,8651;0,945
5,699164;-0,3987;0,0837;0,9091;0,996
5,701970;-0,3523;0,0832;0,9736;1,039
5,707687;-0,3124;0,0744;1,0059;1,056
5,709875;-0,3388;0,0590;0,9739;1,033
5,710618;-0,3593;0,0560;0,9206;0,990
5,711905;-0,4087;0,0509;0,9010;0,991
5,714890;-0,4148;0,0455;0,8932;0,986
5,716857;-0,4253;0,0487;0,9022;0,999
5,721307;-0,4109;0,0480;0,9081;0,998
5,723020;-0,4075;0,0404;0,9357;1,021
5,725778;-0,3413;0,0624;1,0005;1,059
5,727288;-0,2638;0,0898;1,0039;1,042
5,729225;-0,2652;0,1044;0,9215;0,965
5,731570;-0,2919;0,1035;0,8607;0,915
5,734637;-0,2816;0,1147;0,9318;0,980
5,739303;-0,2581;0,1325;1,0017;1,043
5,740527;-0,3317;0,1323;0,9294;0,996
5,741746;-0,3476;0,1413;0,8978;0,973
5,744010;-0,2569;0,1475;0,9538;0,999
5,747121;-0,2760;0,0849;0,9885;1,030
5,749191;-0,2982;0,0570;0,9379;0,986
5,751504;-0,2814;0,0680;0,8670;0,914
5,755074;-0,2853;0,0893;0,8485;0,900
5,757395;-0,2848;0,1130;0,8592;0,912
5,759092;-0,3276;0,1284;0,8634;0,932
5,761530;-0,3628;0,1203;0,8724;0,952
5,764855;-0,4099;0,1088;0,8753;0,973
5,766341;-0,3965;0,1118;0,8648;0,958
5,769117;-0,3481;0,1225;0,8771;0,952
5,776080;-0,3219;0,1372;0,8702;0,938
5,777191;-0,3334;0,1401;0,8624;0,935
5,777584;-0,3210;0,1489;0,8868;0,955
5,779420;-0,3063;0,1633;0,9027;0,967
5,782185;-0,3129;0,1655;0,9091;0,976
5,784176;-0,2970;0,1797;0,9255;0,988
5,797438;-0,2929;0,1731;0,9448;1,004
5,798143;-0,3034;0,1626;0,9629;1,023
5,798442;-0,3205;0,1533;0,9629;1,026
5,798712;-0,3520;0,1284;0,9609;1,031
5,798963;-0,3557;0,1059;0,9704;1,039
5,799300;-0,3730;0,0873;0,9453;1,020
5,803270;-0,4031;0,0790;0,9113;1,000
5,808313;-0,4031;0,0810;0,9259;1,013
5,809060;-0,3718;0,0949;0,9418;1,017
5,809403;-0,3449;0,1162;0,9394;1,007
5,812705;-0,3586;0,1303;0,9211;0,997
5,818607;-0,3703;0,1440;0,8966;0,981
5,819021;-0,3725;0,1533;0,8995;0,986
5,821214;-0,3567;0,1704;0,9035;0,986
5,825520;-0,3633;0,1716;0,8969;0,983
5,825940;-0,3659;0,1702;0,8973;0,984
5,827745;-0,3664;0,1724;0,9093;0,995
5,830535;-0,3677;0,1670;0,9120;0,997
5,833534;-0,4031;0,1648;0,9113;1,010
5,834558;-0,4270;0,1653;0,9179;1,026
5,837152;-0,4168;0,1716;0,9250;1,029
5,839784;-0,4195;0,1709;0,9272;1,032
5,842399;-0,4652;0,1616;0,9091;1,034
5,844793;-0,4869;0,1580;0,9025;1,038
5,846966;-0,4940;0,1589;0,9110;1,048
5,849059;-0,4649;0,1648;0,9360;1,058
5,851955;-0,4095;0,1665;0,9487;1,047
5,855615;-0,3750;0,1638;0,9340;1,020
5,856951;-0,3740;0,1663;0,8900;0,980
5,860801;-0,3623;0,1594;0,8658;0,952
5,861356;-0,3281;0,1538;0,8944;0,965
5,865411;-0,3002;0,1570;0,9233;0,983
5,866373;-0,2863;0,1506;0,9103;0,966
5,873182;-0,3034;0,1394;0,8846;0,946
5,876819;-0,3004;0,1411;0,8761;0,937
5,877111;-0,2975;0,1501;0,8988;0,959
